啊	a_
不关痛痒	bgty
包工头	bgtz
迸射	bgue
办公室	bgui
半个世纪	bguj
甭说	bguo
不甘示弱	bgur
兵贵神速	bgus
杯弓蛇影	bguy
不敢擅专	bguv
半个钟	bgvs
绷着	bgve
秉公执法	bgvf
百舸争流	bgvl
绷直	bgvi
半个钟头	bgvt
悲观主义	bgvy
秉公无私	bgws
报告文学	bgwx
别跟我说	bgwu
不甘心	bgxb
甭想	bgxl
不敢相信	bgxx
不感兴趣	bgxq
半个小时	bgxu
半个月	bgyt
不顾一切	bgyq
不够意思	bgys
不甘于	bgyu
不苟言笑	bgyx
不敢越雷池一步	bgyb
半个字	bgzi
不攻自破	bgzp
闭关自守	bgzu
不敢造次	bgzc
八竿子打不着	bgzv
不会吧	bhba
帮帮	bhbh
棒冰	bhbk
不慌不忙	bhbm
饱汉不知饿汉饥	bhbj
棒打	bhda
榜单	bhdj
变化多端	bhdd
绑定	bhdk
不遑多让	bhdr
北海道	bhdc
不寒而栗	bhel
不欢而散	bhes
绑匪	bhfw
不合格	bhge
别鹤孤鸾	bhgl
帮工	bhgs
帮规	bhgv
北回归线	bhgx
白花花	bhhx
棒喝	bhhe
帮会	bhhv
不怀好意	bhhy
帮衬	bhif
磅秤	bhig
棒槌	bhiv
不合常理	bhil
绑紧	bhjb
棒极	bhji
邦交	bhjn
绑架	bhjx
蚌壳	bhke
帮困	bhky
不合理	bhl_
白鹤亮翅	bhli
冰火两重天	bhlt
绑牢	bhlc
帮了	bhle
悲欢离合	bhlh
不回来	bhld
变幻莫测	bhmc
帮忙	bhmh
兵荒马乱	bhml
巴哈马	bhma
绑票	bhpn
帮派	bhpd
不患贫而患不均	bhpj
暴虎冯河	bhph
不回去	bhqu
不合群	bhqy
百花齐放	bhqf
帮腔	bhql
棒球	bhqq
帮人	bhrf
不好惹	bhre
不划算	bhsr
保护伞	bhsj
绑腿	bhtv
榜上	bhuh
不好说	bhuo
不合适	bhui
不合时宜	bhuy
帮手	bhuz
帮助	bhvu
帮着	bhve
不惑之年	bhvn
抱恨终天	bhvt
百花争艳	bhvy
傍晚	bhwj
变幻无常	bhwi
变化无穷	bhwq
不和谐	bhx_
冰魂雪魄	bhxp
帮凶	bhxs
保护性	bhxk
榜样	bhyh
榜眼	bhyj
不好意思	bhys
绑在	bhzd
棒子	bhzi
彼岸	bian
必败	bibd
臂膀	bibh
比比	bibi
弊病	bibk
不吵不闹	bibn
罢黜百家	bibj
碧波	bibo
把持不住	bibv
必备	bibw
百吃不厌	biby
彼此	bici
必得	bide
壁灯	bidg
必定	bidk
弊端	bidr
必读	bidu
比对	bidv
鼻窦	bidz
比方	bifh
笔法	bifa
比分	biff
避风	bifg
不成方圆	bify
百尺竿头更进一步	bigb
百川归海	bigh
笔杆	bigj
避光	bigl
闭关	bigr
逼供	bigs
百尺竿头	bigt
壁柜	bigv
壁挂	bigx
碧海	bihd
闭合	bihe
闭环	bihr
不差毫厘	bihl
避祸	biho
庇护	bihu
避讳	bihv
笔画	bihx
逼婚	bihy
壁橱	biiu
B超	biic
逼近	bijb
笔记	biji
毕竟	bijk
必将	bijl
鼻尖	bijm
比较	bijn
必究	bijq
闭卷	bijr
不成敬意	bijy
备尝艰辛	bijx
别出机杼	bijv
避开	bikd
鼻孔	biks
必考	bikc
闭口	bikz
必看	bikj
比例	bili
毙了	bile
碧蓝	bilj
鼻梁	bill
笔录	bilu
比率	bilv
壁垒	bilw
鄙陋	bilz
拔出萝卜带出泥	biln
鼻毛	bimc
闭门	bimf
鞭长莫及	bimj
笔名	bimk
避免	bimm
笔墨	bimo
闭幕	bimu
比美	bimw
比拟	bini
避难	binj
婢女	binv
半成品	bip2
比拼	bipb
逼迫	bipo
逼平	bipk
比起	biqi
鼻腔	biql
壁球	biqq
不成其为	biqw
避让	birh
必然	birj
比如	biru
鄙人	birf
比赛	bisd
闭塞	bise
比萨	bisa
必死	bisi
不出所料	bisl
笔套	bitc
笔筒	bits
比特	bite
鼻涕	biti
笔谈	bitj
笔挺	bitk
不成体统	bitt
鼻头	bitz
必杀	biua
必胜	biug
闭上	biuh
鄙视	biui
避税	biuv
笔顺	biuy
匕首	biuz
悲春伤秋	biuq
比照	bivc
逼债	bivd
闭着	bive
逼真	bivf
必争	bivg
臂章	bivh
壁纸	bivi
比重	bivs
不吃这一套	bivt
逼问	biwf
臂弯	biwj
比武	biwu
不成问题	biwt
笔芯	bixb
别出心裁	bixc
报仇雪恨	bixh
鼻息	bixi
笔形	bixk
避嫌	bixm
辟邪	bixp
必修	bixq
必选	bixr
鼻血	bixt
必须	bixu
不耻下问	bixw
陛下	bixx
鼻音	biyb
必要	biyc
毕业	biye
鄙夷	biyi
闭眼	biyj
不齿于人	biyr
不吃羊肉惹身臊	biys
比喻	biyu
避孕	biyy
必有	biyz
不出意外	biyw
鼻子	bizi
比作	bizo
鼻祖	bizu
闭嘴	bizv
逼走	bizz
办案	bjan
笔记本	bjb2
半百	bjbd
版本	bjbf
板报	bjbc
半壁	bjbi
斑斑	bjbj
搬兵	bjbk
半斤八两	bjbl
半边	bjbm
斑驳	bjbo
不见不散	bjbs
颁布	bjbu
不骄不躁	bjbz
不疾不徐	bjbx
半仓	bjch
板材	bjcd
班次	bjci
饱经沧桑	bjcs
搬到	bjdc
半岛	bjdc2
不见得	bjde
板凳	bjdg
班底	bjdi
斑点	bjdm
八九点钟	bjdv
不减当年	bjdn
半段	bjdr
搬动	bjds
伴读	bjdu
不记得了	bjdl
不计代价	bjdj
比较而言	bjey
比肩而立	bjel
不教而诛	bjev
不胫而走	bjez
办法	bjfa
半分	bjff
不进反退	bjft
饱经风霜	bjfu
不解风情	bjfq
宝剑锋从磨砺出	bjfi
不及格	bjg_
半个	bjge
不见棺材不落泪	bjgl
办公	bjgs
版规	bjgv
白驹过隙	bjgx
比较好	bjh_
办好	bjhc
瘢痕	bjhf
半酣	bjhj
版画	bjhx
保驾护航	bjhh
半场	bjih
班车	bjie
办成	bjig
班禅	bjij
搬出	bjiu
不仅仅	bjj_
半斤	bjjb
班级	bjji
半径	bjjk
颁奖	bjjl
半角	bjjn
半截	bjjp
斑鸠	bjjq
半句	bjju
不见经传	bjjv
搬家	bjjx
版块	bjkk
办卡	bjka
搬开	bjkd
半空	bjks
扮酷	bjku
不积跬步无以至千里	bjkl
不见了	bjle
伴郎	bjlh
办理	bjli
斑斓	bjlj
冰激凌	bjlk
半裸	bjlo
半路	bjlu
伴侣	bjlv
背井离乡	bjlx
保加利亚	bjly
斑马	bjma
版面	bjmm
不结盟	bjmg
不结盟运动	bjmd
不讲面子	bjmz
比基尼	bjni
伴娘	bjnl
半年	bjnm
搬弄	bjns
不拘泥于	bjny
半拍	bjpd
半瓶	bjpk
半票	bjpn
般配	bjpw
保健品	bjpb
不久前	bjq_
搬迁	bjqm
并驾齐驱	bjqq
不近情理	bjql
版权	bjqr
不计其数	bjqu
不计前嫌	bjqx
不仅如此	bjrc
半日	bjri
不近人情	bjrq
不尽人意	bjry
不久人世	bjru
不尽然	bjrj
半死	bjsi
不见森林	bjsl
不假思索	bjss
巴基斯坦	bjst
伴随	bjsv
悲剧色彩	bjsc
半天	bjtm
办妥	bjto
不见天日	bjtr
半桶	bjts
半途	bjtu
不见兔子不撒鹰	bjty
北京市	bju_
半身	bjuf
半生	bjug
办事	bjui
班上	bjuh
北京时间	bjuj
杯酒释兵权	bjuq
半数	bjuu
版税	bjuv
扳手	bjuz
必经之地	bjvd
不羁之才	bjvc
办证	bjvg
班长	bjvh
败军之将	bjvj
必经之路	bjvl
百家争鸣	bjvm
搬砖	bjvr
不经之谈	bjvt
版主	bjvu
不见真佛不烧香	bjvx
不解之缘	bjvy
斑纹	bjwf
保家卫国	bjwg
办完	bjwj
不尽完美	bjwm
伴舞	bjwu
百家姓	bjx_
不拘小节	bjxj
颁行	bjxk
扮相	bjxl
半仙	bjxm
不尽相同	bjxt
不经意	bjy_
板鸭	bjya
半夜	bjye
别具一格	bjyg
八九月份	bjyf
搬移	bjyi
扮演	bjyj
半圆	bjyr
半月	bjyt
不经一事不长一智	bjyv
搬运	bjyy
败局已定	bjyd
不讲义气	bjyq
不久以后	bjyh
败家子	bjz_
班子	bjzi
扮作	bjzo
不进则退	bjzt
班组	bjzu
拌嘴	bjzv
伴奏	bjzz
北京大学	bjdx
北京师范大学	bjux
并案	bkan
冰雹	bkbc
兵败	bkbd
冰棒	bkbh
病变	bkbm
并不	bkbu
百看不厌	bkby
不可不知	bkbv
不可不防	bkbf
并存	bkcy
冰岛	bkdc
不可多得	bkdd
冰灯	bkdg
冰雕	bkdn
冰冻	bkds
冰点	bkdm
兵丁	bkdk
病毒	bkdu
不可遏制	bkev
兵法	bkfa
兵符	bkfu
冰封	bkfg
病房	bkfh
不可否认	bkfr
并非	bkfw
并购	bkgz
禀告	bkgc
病根	bkgf
饼干	bkgj
不可估量	bkgl
不可告人	bkgr
秉公	bkgs
病故	bkgu
冰柜	bkgv
冰棍	bkgy
病号	bkhc
病害	bkhd
冰河	bkhe
不可或缺	bkhq
病患	bkhr
冰寒	bkhj
不堪回首	bkhu
秉承	bkig
秉持	bkii
摒除	bkiu
病床	bkil
冰川	bkir
冰铲	bkij
并将	bkjl
并进	bkjb
不可兼得	bkjd
并击	bkji
并肩	bkjm
冰晶	bkjk
冰窖	bkjn
并就	bkjq
病句	bkju
病假	bkjx
病菌	bkjy
并可	bkke
不可开交	bkkj
不可抗力	bkkl
冰块	bkkk
并口	bkkz
不考虑	bklv
病了	bkle
冰冷	bklg
槟榔	bklh
病例	bkli
冰凉	bkll
冰凌	bklk
并联	bklm
并列	bklp
不可理喻	bkly
兵马	bkma
百口莫辩	bkmb
禀明	bkmk
病魔	bkmo
不可名状	bkmv
并没	bkmw
不可磨灭	bkmm
不可能	bkng
不可能的	bknd
不可能吧	bknb
并排	bkpd
不可偏废	bkpf
不靠谱	bkpu
不客气	bkq2
兵器	bkqi
不可企及	bkqj
病情	bkqk
并且	bkqp
冰球	bkqq
兵权	bkqr
百科全书	bkqu
不可全信	bkqx
病人	bkrf
不堪入耳	bkre
不堪入目	bkrm
碧空如洗	bkrx
病容	bkrs
并入	bkru
宾客如云	bkry
病死	bksi
不看僧面看佛面	bksm
不可思议	bksy
病痛	bkts
病榻	bkta
病态	bktd
冰糖	bkth
兵团	bktr
病退	bktv
不可同日而语	bkty
冰上	bkuh
病逝	bkui
冰山	bkuj
冰霜	bkul
别开生面	bkum
兵书	bkuu
冰水	bkuv
不堪设想	bkux
病症	bkvg
兵种	bkvs
冰锥	bkvv
不堪重负	bkvf
冰柱	bkvu
不可捉摸	bkvm
不可知论	bkvl
并无	bkwu
并未	bkww
不可外扬	bkwy
不开心	bkxb
不可懈怠	bkxd
并行	bkxk
冰箱	bkxl
冰鞋	bkxp
屏息	bkxi
病休	bkxq
冰雪	bkxt
不可信其无	bkxw
不可想象	bkxx
不可以	bky_
不可以吗	bkym
病因	bkyb
不可以的	bkyd
不可言传	bkyi
不堪一击	bkyj
兵营	bkyk
并用	bkys
并于	bkyu
不可言状	bkyv
不可言喻	bkyy
并有	bkyz
并在	bkzd
不可造次	bkzc
饼子	bkzi
不堪造就	bkzj
玻璃杯	blbw
不离不弃	blbq
波澜不惊	blbj
不伦不类	blbl
表里不一	blby
不冷不热	blbr
不理不睬	blbc
白萝卜	blbo
奔流不息	blbx
不理睬	blcd
不吝赐教	blcj
便利店	bldm
波罗的海	bldh
白兰地	bldi
薄利多销	bldx
不劳而获	bleh
别浪费	blfw
不露锋芒	blfm
不良反应	blfy
拨乱反正	blfv
别浪费了	blfl
巴拉圭	blgv
博览会	blhv
不留痕迹	blhj
碧螺春	bliy
百炼成钢	blig
鬓乱钗横	blih
半路出家	blij
兵临城下	blix
不了解	bljp
兵来将挡	bljd
濒临绝境	bljj
不良记录	bljl
八路军	bljy
本来就是	blju
不离开	blkd
不落窠臼	blkj
暴力抗法	blkf
不聊了	blle
筚路蓝缕	blll
不了了之	bllv
爆冷门	blmf
贝雷帽	blmc
摆龙门阵	blmv
本来面目	blmm
菠萝蜜	blmi
舶来品	blpb
步履蹒跚	blpu
保龄球	blqq
不留情面	blqm
波澜起伏	blqf
壁立千仞	blqr
博览群书	blqu
病来如山倒	blrd
表里如一	blry
壁垒森严	blsy
布鲁塞尔	blse
巴勒斯坦	blst
柏拉图	bltu
百里挑一	blty
白里透红	blth
不论是	blu_
比利时	blui
不露声色	blus
不虑胜先虑败	blub
拨乱视听	blut
避雷针	blvf
不吝指教	blvj
波澜壮阔	blvk
别来这一套	blvt
芭蕾舞	blwu
逼良为娼	blwi
步履维艰	blwj
包罗万象	blwx
别来无恙	blwy
不理想	blxl
玻璃纤维	blxw
半老徐娘	blxn
不利于	blyu
表里一致	blyv
不留余地	blyd
本来以为	blyw
白龙鱼服	blyf
伯利兹	blz_
布朗族	blzu
不良资产	blzi
暴戾恣睢	blzs
不明白	bmb_
不明不白	bmbb
编报	bmbc
辩白	bmbd
辩驳	bmbo
辨别	bmbp
遍布	bmbu
便便	bmbm
闭门不出	bmbi
辩才	bmcd
鞭策	bmce
辩词	bmci
便餐	bmcj
变大	bmda
编导	bmdc
变得	bmde
便当	bmdh
遍地	bmdi
扁担	bmdj
编订	bmdk
变调	bmdn
变动	bmds
编队	bmdv
扁豆	bmdz
匾额	bmee
不谋而合	bmeh
变法	bmfa
边锋	bmfg
边防	bmfh
便饭	bmfj
蝙蝠	bmfu
闭门羹	bmg2
变革	bmge
变更	bmgg
边关	bmgr
变故	bmgu
变卦	bmgx
笔墨官司	bmgs
编号	bmhc
变坏	bmhk
变换	bmhr
辩护	bmhu
便函	bmhj
便会	bmhv
变化	bmhx
编程	bmi_
变差	bmia
便车	bmie
变成	bmig
边陲	bmiv
边长	bmih
鞭笞	bmii
辩解	bmj_
便捷	bmjp
编辑	bmji
边境	bmjk
边疆	bmjl
边检	bmjm
变焦	bmjn
编剧	bmju
便可	bmke
变快	bmkk
边框	bmkl
变老	bmlc
变了	bmle
变冷	bmlg
便利	bmli
变量	bmll
八面来风	bmlf
变脸	bmlm
辩论	bmly
编码	bmma
便民	bmmb
边贸	bmmc
变卖	bmmd
边门	bmmf
便秘	bmmi
变慢	bmmj
辨明	bmmk
本命年	bmnm
班门弄斧	bmnf
不瞒你说	bmnu
便溺	bmnn
编内	bmnw
变暖	bmnr
变频	bmpb
变胖	bmph
鞭炮	bmpc
编排	bmpd
变盘	bmpj
扁平	bmpk
便签	bmq_
变强	bmql
变迁	bmqm
扁鹊	bmqt
编曲	bmqu
不谋其政	bmqv
边卡	bmqx
辨认	bmrf
编入	bmru
变弱	bmro
边塞	bmsd
变色	bmse
闭门思过	bmsg
闭目塞听	bmst
变速	bmsu
贬损	bmsy
变态	bmtd
鞭挞	bmta
扁桃	bmtc
变体	bmti
变天	bmtm
便条	bmtn
变通	bmts
便溏	bmth
变身	bmuf
变傻	bmua
变声	bmug
边上	bmuh
变数	bmuu
变瘦	bmuz
辨识	bmui
表面上看	bmuk
不明事理	bmul
不毛之地	bmvd
编者	bmve
变阵	bmvf
辩证	bmvg
编织	bmv_
编制	bmvi
变招	bmvc
编撰	bmvr
变种	bmvs
编著	bmvu
百忙之中	bmvv
不明真相	bmvx
北美洲	bmvz
笔墨纸砚	bmvy
不买账	bmvh
编外	bmwd
八面威风	bmwf
编舞	bmwu
表面文章	bmwv
变为	bmww
兵马未动，粮草先行	bmwx
白马王子	bmwz
变心	bmxb
宝马香车	bmxi
保密性	bmx2
变形	bmxk
编修	bmxq
变相	bmxl
变现	bmxm
变小	bmxn
编写	bmxp
表面现象	bmxx
并没有	bmy_
不满意	bmy2
变压	bmya
遍野	bmye
编印	bmyb
变样	bmyh
编译	bmyi
边沿	bmyj
边缘	bmyr
兵马俑	bmys
便于	bmyu
便有	bmyz
不名一钱	bmyq
不名一文	bmyw
编造	bmzc
辫子	bmzi
变作	bmzo
编纂	bmzr
编组	bmzu
不鸣则已	bmzy
表白	bnbd
标本	bnbf
标榜	bnbh
标兵	bnbk
标靶	bnba
不男不女	bnbn
百年不遇	bnby
不年不节	bnbj
表层	bncg
本年度	bndu
表达	bnda
表带	bndd
表弟	bndi
表单	bndj
标点	bndm
瀌	bndh
不耐烦	bnfj
摽	bnfx
表哥	bng_
表格	bnge
表功	bngs
表姑	bngu
彪悍	bnhj
标号	bnhc
裱糊	bnhu
百年好合	bnhh
标出	bniu
飙车	bnie
百鸟朝凤	bnif
标尺	bnii
标间	bnjm
不念旧恶	bnje
标记	bnji
表姐	bnjp
表舅	bnjq
表决	bnjt
镖局	bnju
标价	bnjx
不难看出	bnki
别闹了	bnle
表露	bnlu
表链	bnlm
表里	bnli
巴拿马	bnma
表明	bnmk
表面	bnmm
表妹	bnmw
表内	bnnw
百年难遇	bnny
表皮	bnpi
标配	bnpw
表盘	bnpj
标牌	bnpd
表亲	bnqb
表情	bnqk
标枪	bnql
标签	bnqm
表嫂	bnsc
饱暖思淫欲	bnsy
标题	bnti
表态	bntd
表头	bntz
表示	bnui
表婶	bnuf
飙升	bnug
表率	bnuk
表述	bnuu
百年树人	bnur
白内障	bnv_
标准	bnvy
表针	bnvf
表彰	bnvh
标志	bnvi
表征	bnvg
标注	bnvu
表外	bnwd
表现	bnxm
笨鸟先飞	bnxf
表形	bnxk
表象	bnxl
表兄	bnxs
不难想象	bnxx
表演	bnyj
表页	bnye
表扬	bnyh
标语	bnyu
表姨	bnyi
标有	bnyz
婊子	bnzi
不能自拔	bnzb
不能自已	bnzy
不怒自威	bnzw
标杆	bngj
博爱	boai
博鳌	boao
播报	bobc
薄冰	bobk
伯伯	bobo
菠菜	bocd
拨打	boda
波导	bodc
博得	bode
剥掉	bodn
剥夺	bodo
波段	bodr
波动	bods
搏斗	bodz
波恩	boen
播发	bofa
播放	bofh
拨付	bofu
脖颈	bogg
剥光	bogl
拨号	bohc
渤海	bohd
薄荷	bohe
驳回	bohv
波黑	bohw
播出	boiu
波长	boih
驳斥	boii
泊车	boie
搏击	boji
跛脚	bojn
薄酒	bojq
伯爵	bojt
拨开	bokd
博客	boke
拨款	bokr
柏林	bolb
伯乐	bole
波浪	bolh
玻璃	boli
波兰	bolj
菠萝	bolo
搏命	bomk
薄面	bomm
伯母	bomu
拨弄	bons
剥皮	bopi
袯	bopd
博取	boqu
勃起	boqi
薄情	boqk
般若	bore
薄弱	boro
播送	boss
播撒	bosa
波斯	bosi
波涛	botc
拨通	bots
搏杀	boua
博士	boui
波折	bove
播种	bovs
波纹	bowf
泊位	boww
博学	box_
剥削	boxt
剥下	boxx
波形	boxk
波音	boy_
博弈	boyi
播音	boyb
播映	boyk
脖子	bozi
跛足	bozu
别把	bpba
不偏不倚	bpby
不怕不识货	bpbh
别的	bpde
别动	bpds
别逗	bpdz
别管	bpgr
别国	bpgo
不平衡	bphg
别号	bphc
别慌	bphl
别后	bphz
不排除	bpi_
别吵	bpic
别称	bpig
别处	bpiu
别急	bpji
蹩脚	bpjn
别家	bpjx
别克	bpke
别看	bpkj
别哭	bpku
别离	bpli
别来	bpld
别了	bple
杯盘狼藉	bplj
别论	bply
别忙	bpmh
憋闷	bpmf
别名	bpmk
不怕没柴烧	bpmu
别扭	bpnq
别闹	bpnc
别弄	bpns
别怕	bppa
别跑	bppc
别碰	bppg
憋屈	bpq_
憋气	bpqi
别去	bpqu
别人	bprf
别让	bprh
鞭辟入里	bprl
不怕死	bps_
憋死	bpsi
瘪三	bpsj
别提	bpti
白皮书	bpu_
别傻	bpua
别上	bpuh
别说	bpuo
别墅	bpuu
别手	bpuz
抱朴守拙	bpuv
半瓶水响叮当	bpud
别致	bpvi
憋着	bpve
别针	bpvf
别传	bpvr
别忘	bpwh
别问	bpwf
别为	bpww
别想	bpxl
别笑	bpxn
不便宜	bpyi
别用	bpys
别样	bpyh
白跑一趟	bpyt
不怕一万	bpyw
不怕一万，就怕万一	bpyy
别再	bpzd
不平则鸣	bpzm
别字	bpzi
憋足	bpzu
别走	bpzz
不欺暗室	bqau
不清不楚	bqbi
不屈不挠	bqbn
不确定	bqdk
不确定性	bqdx
不期而至	bqev
不期而遇	bqey
毕其功于一役	bqgy
不清楚	bqiu
冰淇淋	bqlb
八千里路云和月	bqly
兵强马壮	bqmv
屏气凝神	bqnu
不求人	bqrf
病去如抽丝	bqrs
避其锐气	bqrq
鼻青脸肿	bqlv
版权所有	bqsy
包青天	bqtm
不求甚解	bqu_
不切实际	bquj
搬起石头	bqut
不情之请	bqvq
霸权主义	bqvy
不求闻达于诸侯	bqwh
不起眼	bqy_
不情愿	bqyr
不求有功	bqyg
冰清玉洁	bqyj
不起作用	bqzy
不请自来	bqzl
不仁不义	brby
勃然变色	brbs
不认得	brde
不然的话	brdh
勃然大怒	brdn
白日飞升	brf_
不容分说	brfu
病入膏肓	brgh
白热化	brh_
薄弱环节	brhj
不容忽视	brhu
步人后尘	brhi
不入虎穴	brhx
不入虎穴，焉得虎子	brhz
不容乐观	brlg
白日梦	brmg
被人卖了还帮着数钱	brmq
不然呢	brne
哺乳期	brqi
不如退而结网	brtw
比如说	bru_
不辱使命	brum
不如说	bruo
不认识	brui
不如授人以渔	bruy
不认账	brv_
步入正轨	brvg
不忍直视	brvu
不容置喙	brvh
不容置疑	brvy
必然性	brx_
兵戎相见	brxj
包容性	brxk
不容小觑	brxq
不容易	bryi
不容有失	bryu
不如意事常八九	bryj
不忍卒读	brzd
白日做梦	brzm
半死不活	bsbh
百思不得其解	bsb_
百思不解	bsbj
不死不休	bsbx
不三不四	bsbs
不思悔改	bshg
不思进取	bsjq
白色恐怖	bskb
变色龙	bsls
巴塞罗那	bsln
不思量自难忘	bslw
波斯尼亚	bsny
比死人多口气	bsrq
不算数	bsuu
不速之客	bsvk
波斯湾	bswj
必死无疑	bswy
不死心	bsxb
不痛不痒	btby
半推半就	btbj
不吐不快	btbk
笨头笨脑	btbn
不太懂	btds
抱头大哭	btdk
八抬大轿	btdj
白头到老	btdl
不停的说	btdu
不同的人	btdr
白天鹅	btee
半途而废	btef
白头发	btfa
不同凡响	btfx
不太方便	btfb
不同凡俗	btfs
不太敢	btgj
别太过分	btgf
不太高兴	btgx
不太好	bthc
不太好吧	bthb
不太好看	bthk
白天黑夜	bthy
冰糖葫芦	bthl
不提倡	btih
不同程度	btid
不同程度上	btiu
不推荐	btjm
不太吉利	btjl
不痛快	btkk
不太可能	btkn
不太看好	btkh
别提了	btl_
不太了解	btlj
并蹄莲	btlm
遍体鳞伤	btlu
不太理想	btlx
拜托了	btle
抱头乱串	btli
不听老人言	btly
不听老人言，吃亏在眼前	btlq
半透明	btmk
不太明白	btmb
不太满意	btmy
不太明显	btmx
悲天悯人	btmr
不太安全	btaq
不听劝	btq_
趵突泉	btqr
不太清楚	btqi
不通情理	btql
不太认识	btru
不太认同	btrt
暴跳如雷	btrl
不通人情	btrq
扁桃体	btti
抱头痛哭	bttk
暴殄天物	bttw
半桶水	btuv
不太舒服	btuf
不太熟悉	btux
半桶水，响叮当	btud
抱头鼠窜	btuc
不太适合	btuh
不同之处	btvi
不同政见	btvj
别太晚	btwj
别太晚了	btwl
白头翁	btwg
不太像	btx_
冰天雪地	btxd
白头偕老	btxl
波涛汹涌	btxy
不太喜欢	btxh
不太习惯	btxg
不同寻常	btxi
不同于	btyu
悲痛欲绝	btyj
不太一样	btyy
不同意	btyi
不提也罢	btyb
不太赞成	btzi
不安	buan
不是吧	buba
不败	bubd
不笨	bubf
不必	bubi
补办	bubj
步兵	bubk
百试百灵	bubl
不变	bubm
半身不遂	bubs
半生不熟	bubu
不备	bubw
不声不响	bubx
比上不足，比下有余	buby
比上不足	bubz
不测	buce
不曾	bucg
补仓	buch
不辞	buci
不错	buco
辨识度	budu
不识大体	budt
不大	buda
不到	budc
布袋	budd
不得	bude
不等	budg
不当	budh
不敌	budi
不但	budj
补丁	budk
不多	budo
不断	budr
不懂	buds
不对	budv
不都	budz
步调	budn
不饿	buee
不二	buer
不说二话	bueh
不舒服	buf2
步伐	bufa
部分	buff
不妨	bufh
不凡	bufj
不符	bufu
不菲	bufw
不守妇道	bufd
饱受非议	bufy
不管	bugr
不高	bugc
不该	bugd
不跟	bugf
不敢	bugj
不怪	bugk
不光	bugl
不过	bugo
不顾	bugu
不贵	bugv
不给	bugw
不够	bugz
不公	bugs
卜卦	bugx
不适合	buh_
不好	buhc
不识好歹	buhd
不和	buhe
不很	buhf
班师回朝	buhi
不含	buhj
不坏	buhk
不慌	buhl
捕获	buho
不还	buhr
不会	buhv
不识好人心	buhx
白山黑水	buhu
办事处	buiu
不差	buia
不成	buig
补偿	buih
不迟	buii
补充	buis
不扯	buie
杯水车薪	buix
不愁	buiz
不是吃素的	buid
备受煎熬	buja
避实就虚	bujx
不仅	bujb
不急	buji
布景	bujk
部件	bujm
不解	bujp
不久	bujq
不觉	bujt
布局	buju
不胜酒力	bujl
补考	bukc
补课	buke
不肯	bukf
布控	buks
宝山空回	bukh
不堪	bukj
不快	bukk
百事可乐	bukl
不哭	buku
不愧	bukv
捕捞	bulc
不来	buld
不说了	bule
不冷	bulg
不理	buli
不灵	bulk
不良	bull
不料	buln
部落	bulo
补篮	bulj
捕猎	bulp
不留	bulq
逼上梁山	bulu
步履	bulv
不累	bulw
不论	buly
补漏	bulz
不识庐山真面目	bulm
不是吗	bum_
补码	buma
不买	bumd
部门	bumf
不忙	bumh
不满	bumj
不明	bumk
不免	bumm
不妙	bumn
不灭	bump
不甚明了	buml
背山面水	bumu
不能	bung
不难	bunj
不怕	bupa
补品	bupb
布匹	bupi
不平	bupk
补票	bupn
不配	bupw
补全	buq_
补签	buqm
不胜其烦	buqf
白手起家	buqj
步枪	buql
不巧	buqn
不求	buqq
不全	buqr
不缺	buqt
不去	buqu
冰释前嫌	buqx
不热	bure
不忍	burf
不让	burh
不日	buri
不然	burj
不容	burs
不如	buru
不胜荣幸	burx
不算	busr
不死	busi
不送	buss
不俗	busu
不疼	butg
步态	butd
不提	buti
不识抬举	butj
不停	butk
不妥	buto
补贴	butp
不同	buts
不图	butu
捕杀	buua
不少	buuc
不慎	buuf
不胜	buug
补上	buuh
不是	buui
不爽	buul
不说	buuo
部署	buuu
补水	buuv
不识时务	buuw
不顺	buuy
部首	buuz
不舍	buue
不是省油的灯	buud
不失时机	buuj
部长	buvh
布置	buvi
布阵	buvf
捕捉	buvo
饱食终日	buvr
补助	buvu
不时之需	buvx
不准	buvy
步骤	buvz
不失为	buw_
不外	buwd
不问	buwf
不忘	buwh
不玩	buwj
榜上无名	buwm
不无	buwu
部位	buww
必输无疑	buwy
不是问题	buwt
不信	buxb
不学	buxt
不惜	buxi
不行	buxk
不想	buxl
不限	buxm
不孝	buxn
不屑	buxp
补休	buxq
不许	buxu
部下	buxx
不逊	buxy
博士学位	buxw
不适应	buy_
不雅	buya
不说也罢	buyb
不要	buyc
不是一个	buyg
不宜	buyi
不应	buyk
冰山一角	buyj
榜上有名	buym
不是鱼死，就是网破	buyp
不愿	buyr
不用	buys
不悦	buyt
不予	buyu
背水一战	buyv
败事有余	buyy
不由	buyz
不在	buzd
步子	buzi
不做	buzo
不足	buzu
不着边际	bvb_
包治百病	bvbb
百战不殆	bvbd
百折不回	bvbh
不知不觉	bvbj
不折不扣	bvbk
保质保量	bvbl
百折不挠	bvbn
百战百胜	bvbu
半遮半掩	bvby
不知道	bvdc
不知道了	bvdl
不知道为什么	bvdm
不值得	bvde
不着调	bvdn
不战而屈人之兵	bveb
不战而胜	bveu
辩证法	bvfa
不知凡几	bvfj
本职工作	bvgz
不知高低	bvgd
不折腾	bvtg
不中听	bvtk
标准化	bvh_
屏住呼吸	bvhx
不知好歹	bvhd
白纸黑字	bvhz
不着痕迹	bvhj
不支持	bvii
不支持了	bvil
